#Analysis of the Impact of Antiretroviral Drug Changes on Survival of Patients with Advanced-Stage AIDS with Multidrug-Resistant HIV Infection
1	1	0	8	Analysis
1	2	9	11	of
1	3	12	15	the
1	4	16	22	Impact
1	5	23	25	of
1	6	26	40	Antiretroviral
1	7	41	45	Drug
1	8	46	53	Changes
1	9	54	56	on
1	10	57	65	Survival
1	11	66	68	of
1	12	69	77	Patients
1	13	78	82	with
1	14	83	97	Advanced-Stage
1	15	98	102	AIDS
1	16	103	107	with
1	17	108	127	Multidrug-Resistant
1	18	128	131	HIV
1	19	132	141	Infection
#OBJECTIVES: This article aims to elucidate the relationship between antiretroviral (ARV) medication changes and all-cause mortality using a total of 368 patients recruited from the United States (78%), United Kingdom (11%), and Canada (11%).
2	1	142	152	OBJECTIVES
2	2	152	153	:
2	3	154	158	This
2	4	159	166	article
2	5	167	171	aims
2	6	172	174	to
2	7	175	184	elucidate
2	8	185	188	the
2	9	189	201	relationship
2	10	202	209	between
2	11	210	224	antiretroviral
2	12	225	226	(
2	13	226	229	ARV
2	14	229	230	)
2	15	231	241	medication
2	16	242	249	changes
2	17	250	253	and
2	18	254	263	all-cause
2	19	264	273	mortality
2	20	274	279	using
2	21	280	281	a
2	22	282	287	total
2	23	288	290	of
2	24	291	294	368
2	25	295	303	patients
2	26	304	313	recruited
2	27	314	318	from
2	28	319	322	the
2	29	323	329	United
2	30	330	336	States
2	31	337	338	(
2	32	338	340	78
2	33	340	341	%
2	34	341	342	)
2	35	342	343	,
2	36	344	350	United
2	37	351	358	Kingdom
2	38	359	360	(
2	39	360	362	11
2	40	362	363	%
2	41	363	364	)
2	42	364	365	,
2	43	366	369	and
2	44	370	376	Canada
2	45	377	378	(
2	46	378	380	11
2	47	380	381	%
2	48	381	382	)
2	49	382	383	.
#METHODS: Data sources included demographic characteristics, ARV treatment history and modifications, and clinical biomarker data from the completed OPTions In Management with Antiretrovirals clinical trial.
3	1	626	633	METHODS
3	2	633	634	:
3	3	635	639	Data
3	4	640	647	sources
3	5	648	656	included
3	6	657	668	demographic
3	7	669	684	characteristics
3	8	684	685	,
3	9	686	689	ARV
3	10	690	699	treatment
3	11	700	707	history
3	12	708	711	and
3	13	712	725	modifications
3	14	725	726	,
3	15	727	730	and
3	16	731	739	clinical
3	17	740	749	biomarker
3	18	750	754	data
3	19	755	759	from
3	20	760	763	the
3	21	764	773	completed
3	22	774	781	OPTions
3	23	782	784	In
3	24	785	795	Management
3	25	796	800	with
3	26	801	816	Antiretrovirals
3	27	817	825	clinical
3	28	826	831	trial
3	29	831	832	.
#Descriptive analysis and graphical trajectory representation of ARV drug modifications and biomarker changes were undertaken.
4	1	1040	1051	Descriptive
4	2	1052	1060	analysis
4	3	1061	1064	and
4	4	1065	1074	graphical
4	5	1075	1085	trajectory
4	6	1086	1100	representation
4	7	1101	1103	of
4	8	1104	1107	ARV
4	9	1108	1112	drug
4	10	1113	1126	modifications
4	11	1127	1130	and
4	12	1131	1140	biomarker
4	13	1141	1148	changes
4	14	1149	1153	were
4	15	1154	1164	undertaken
4	16	1164	1165	.
#Three hypotheses aimed at assessing the impact of ARV modification parameters on clinical outcomes were tested.
5	1	1292	1297	Three
5	2	1298	1308	hypotheses
5	3	1309	1314	aimed
5	4	1315	1317	at
5	5	1318	1327	assessing
5	6	1328	1331	the
5	7	1332	1338	impact
5	8	1339	1341	of
5	9	1342	1345	ARV
5	10	1346	1358	modification
5	11	1359	1369	parameters
5	12	1370	1372	on
5	13	1373	1381	clinical
5	14	1382	1390	outcomes
5	15	1391	1395	were
5	16	1396	1402	tested
5	17	1402	1403	.
#Kaplan-Meier survival techniques as well as Cox proportional hazard regression models were employed.
6	1	1516	1528	Kaplan-Meier
6	2	1529	1537	survival
