#Intestinal Mucosal and Serosal Microcirculation at the Planned Anastomosis during Abdominal Surgery
1	1	0	10	Intestinal
1	2	11	18	Mucosal
1	3	19	22	and
1	4	23	30	Serosal
1	5	31	47	Microcirculation
1	6	48	50	at
1	7	51	54	the
1	8	55	62	Planned
1	9	63	74	Anastomosis
1	10	75	81	during
1	11	82	91	Abdominal
1	12	92	99	Surgery
#INTRODUCTION: Intestinal blood flow is often named as a key factor in the pathophysiology of anastomotic leakage.
2	1	100	112	INTRODUCTION
2	2	112	113	:
2	3	114	124	Intestinal
2	4	125	130	blood
2	5	131	135	flow
2	6	136	138	is
2	7	139	144	often
2	8	145	150	named
2	9	151	153	as
2	10	154	155	a
2	11	156	159	key
2	12	160	166	factor
2	13	167	169	in
2	14	170	173	the
2	15	174	189	pathophysiology
2	16	190	192	of
2	17	193	204	anastomotic
2	18	205	212	leakage
2	19	212	213	.
#The distribution between mucosal and serosal microperfusion during surgery remains to be elucidated.
3	1	328	331	The
3	2	332	344	distribution
3	3	345	352	between
3	4	353	360	mucosal
3	5	361	364	and
3	6	365	372	serosal
3	7	373	387	microperfusion
3	8	388	394	during
3	9	395	402	surgery
3	10	403	410	remains
3	11	411	413	to
3	12	414	416	be
3	13	417	427	elucidated
3	14	427	428	.
#OBJECTIVE: The aim of this study was to assess if the mucosal microcirculation of the intestine is more vulnerable to a surgical hit than the serosal microcirculation during surgery.
4	1	530	539	OBJECTIVE
4	2	539	540	:
4	3	541	544	The
4	4	545	548	aim
4	5	549	551	of
4	6	552	556	this
4	7	557	562	study
4	8	563	566	was
4	9	567	569	to
4	10	570	576	assess
4	11	577	579	if
4	12	580	583	the
4	13	584	591	mucosal
4	14	592	608	microcirculation
4	15	609	611	of
4	16	612	615	the
4	17	616	625	intestine
4	18	626	628	is
4	19	629	633	more
4	20	634	644	vulnerable
4	21	645	647	to
4	22	648	649	a
4	23	650	658	surgical
4	24	659	662	hit
4	25	663	667	than
4	26	668	671	the
4	27	672	679	serosal
4	28	680	696	microcirculation
4	29	697	703	during
4	30	704	711	surgery
4	31	711	712	.
#METHODS: In an observational cohort study (n = 9 patients), the microcirculation of the bowel serosa and mucosa was visualized with incident dark-field imaging during surgery.
5	1	896	903	METHODS
5	2	903	904	:
5	3	905	907	In
5	4	908	910	an
5	5	911	924	observational
5	6	925	931	cohort
5	7	932	937	study
5	8	938	939	(
5	9	939	940	n
5	10	941	942	=
5	11	943	944	9
5	12	945	953	patients
5	13	953	954	)
5	14	954	955	,
5	15	956	959	the
5	16	960	976	microcirculation
5	17	977	979	of
5	18	980	983	the
5	19	984	989	bowel
5	20	990	996	serosa
5	21	997	1000	and
5	22	1001	1007	mucosa
5	23	1008	1011	was
5	24	1012	1022	visualized
5	25	1023	1027	with
5	26	1028	1036	incident
5	27	1037	1047	dark-field
5	28	1048	1055	imaging
5	29	1056	1062	during
5	30	1063	1070	surgery
5	31	1070	1071	.
#At the planned anastomosis, the following microcirculatory parameters were determined: microvascular flow index (MFI), percentage of perfused vessels (PPV), perfused vessel density (PVD), and total vessel density (TVD).
6	1	1248	1250	At
6	2	1251	1254	the
6	3	1255	1262	planned
6	4	1263	1274	anastomosis
6	5	1274	1275	,
6	6	1276	1279	the
6	7	1280	1289	following
6	8	1290	1306	microcirculatory
6	9	1307	1317	parameters
6	10	1318	1322	were
6	11	1323	1333	determined
6	12	1333	1334	:
6	13	1335	1348	microvascular
6	14	1349	1353	flow
6	15	1354	1359	index
6	16	1360	1361	(
6	17	1361	1364	MFI
6	18	1364	1365	)
6	19	1365	1366	,
6	20	1367	1377	percentage
6	21	1378	1380	of
6	22	1381	1389	perfused
6	23	1390	1397	vessels
6	24	1398	1399	(
6	25	1399	1402	PPV
6	26	1402	1403	)
6	27	1403	1404	,
6	28	1405	1413	perfused
6	29	1414	1420	vessel
6	30	1421	1428	density
6	31	1429	1430	(
6	32	1430	1433	PVD
6	33	1433	1434	)
6	34	1434	1435	,
6	35	1436	1439	and
6	36	1440	1445	total
