#The Effect of Small-Sided Game Formats on Physical and Technical Performance in Wheelchair Basketball
1	1	0	3	The
1	2	4	10	Effect
1	3	11	13	of
1	4	14	25	Small-Sided
1	5	26	30	Game
1	6	31	38	Formats
1	7	39	41	on
1	8	42	50	Physical
1	9	51	54	and
1	10	55	64	Technical
1	11	65	76	Performance
1	12	77	79	in
1	13	80	90	Wheelchair
1	14	91	101	Basketball
#PURPOSE: To examine the effects of different small-sided games (SSGs) on physical and technical aspects of performance in wheelchair basketball (WB) players.
2	1	102	109	PURPOSE
2	2	109	110	:
2	3	111	113	To
2	4	114	121	examine
2	5	122	125	the
2	6	126	133	effects
2	7	134	136	of
2	8	137	146	different
2	9	147	158	small-sided
2	10	159	164	games
2	11	165	166	(
2	12	166	170	SSGs
2	13	170	171	)
2	14	172	174	on
2	15	175	183	physical
2	16	184	187	and
2	17	188	197	technical
2	18	198	205	aspects
2	19	206	208	of
2	20	209	220	performance
2	21	221	223	in
2	22	224	234	wheelchair
2	23	235	245	basketball
2	24	246	247	(
2	25	247	249	WB
2	26	249	250	)
2	27	251	258	players
2	28	258	259	.
#DESIGN: Observational cohort study.
3	1	418	424	DESIGN
3	2	424	425	:
3	3	426	439	Observational
3	4	440	446	cohort
3	5	447	452	study
3	6	452	453	.
#METHODS: Fifteen highly trained WB players participated in a single 5v5 (24-s shot clock) match and three 3v3 SSGs (18-s shot clock) on a (1) full court, (2) half-court, and (3) modified-length court.
4	1	490	497	METHODS
4	2	497	498	:
4	3	499	506	Fifteen
4	4	507	513	highly
4	5	514	521	trained
4	6	522	524	WB
4	7	525	532	players
4	8	533	545	participated
4	9	546	548	in
4	10	549	550	a
4	11	551	557	single
4	12	558	561	5v5
4	13	562	563	(
4	14	563	567	24-s
4	15	568	572	shot
4	16	573	578	clock
4	17	578	579	)
4	18	580	585	match
4	19	586	589	and
4	20	590	595	three
4	21	596	599	3v3
4	22	600	604	SSGs
4	23	605	606	(
4	24	606	610	18-s
4	25	611	615	shot
4	26	616	621	clock
4	27	621	622	)
4	28	623	625	on
4	29	626	627	a
4	30	628	629	(
4	31	629	630	1
4	32	630	631	)
4	33	631	632	 
