#ReadClear: An Assistive Reading Tool for People Living with Posterior Cortical Atrophy
1	1	0	9	ReadClear
1	2	9	10	:
1	3	11	13	An
1	4	14	23	Assistive
1	5	24	31	Reading
1	6	32	36	Tool
1	7	37	40	for
1	8	41	47	People
1	9	48	54	Living
1	10	55	59	with
1	11	60	69	Posterior
1	12	70	78	Cortical
1	13	79	86	Atrophy
#BACKGROUND: Progressive reading impairment is an early and debilitating symptom of posterior cortical atrophy (PCA) arising from the progressive deterioration of visual processing skills.
2	1	87	97	BACKGROUND
2	2	97	98	:
2	3	99	110	Progressive
2	4	111	118	reading
2	5	119	129	impairment
2	6	130	132	is
2	7	133	135	an
2	8	136	141	early
2	9	142	145	and
2	10	146	158	debilitating
2	11	159	166	symptom
2	12	167	169	of
2	13	170	179	posterior
2	14	180	188	cortical
2	15	189	196	atrophy
2	16	197	198	(
2	17	198	201	PCA
2	18	201	202	)
2	19	203	210	arising
2	20	211	215	from
2	21	216	219	the
2	22	220	231	progressive
2	23	232	245	deterioration
2	24	246	248	of
2	25	249	255	visual
2	26	256	266	processing
2	27	267	273	skills
2	28	273	274	.
#OBJECTIVE: The goal of this study was to test the effectiveness of a purpose-built reading app (ReadClear) co-produced with people living with PCA and designed to reduce the reading difficulties experienced by this population (e.g., getting lost in the page and missing words when reading).
3	1	463	472	OBJECTIVE
3	2	472	473	:
3	3	474	477	The
3	4	478	482	goal
3	5	483	485	of
3	6	486	490	this
3	7	491	496	study
3	8	497	500	was
3	9	501	503	to
3	10	504	508	test
3	11	509	512	the
3	12	513	526	effectiveness
3	13	527	529	of
3	14	530	531	a
3	15	532	545	purpose-built
3	16	546	553	reading
3	17	554	557	app
3	18	558	559	(
3	19	559	568	ReadClear
3	20	568	569	)
3	21	570	581	co-produced
3	22	582	586	with
3	23	587	593	people
3	24	594	600	living
3	25	601	605	with
3	26	606	609	PCA
3	27	610	613	and
3	28	614	622	designed
3	29	623	625	to
3	30	626	632	reduce
3	31	633	636	the
3	32	637	644	reading
3	33	645	657	difficulties
3	34	658	669	experienced
3	35	670	672	by
3	36	673	677	this
3	37	678	688	population
3	38	689	690	(
3	39	690	694	e.g.
3	40	694	695	,
3	41	696	703	getting
3	42	704	708	lost
3	43	709	711	in
3	44	712	715	the
3	45	716	720	page
3	46	721	724	and
3	47	725	732	missing
3	48	733	738	words
3	49	739	743	when
3	50	744	751	reading
3	51	751	752	)
3	52	752	753	.
#METHODS: Twenty subjects with PCA were included in a cross-over design home-based study aimed at determining whether ReadClear could 1) enhance the subjective reading experience (reading pleasantness) and 2) improve reading accuracy (reducing the number of reading errors) compared with a sham condition (a standard e-reader).
4	1	1045	1052	METHODS
4	2	1052	1053	:
4	3	1054	1060	Twenty
4	4	1061	1069	subjects
4	5	1070	1074	with
4	6	1075	1078	PCA
4	7	1079	1083	were
4	8	1084	1092	included
4	9	1093	1095	in
4	10	1096	1097	a
4	11	1098	1108	cross-over
4	12	1109	1115	design
4	13	1116	1126	home-based
4	14	1127	1132	study
4	15	1133	1138	aimed
4	16	1139	1141	at
4	17	1142	1153	determining
4	18	1154	1161	whether
4	19	1162	1171	ReadClear
4	20	1172	1177	could
4	21	1178	1179	1
4	22	1179	1180	)
4	23	1181	1188	enhance
4	24	1189	1192	the
4	25	1193	1203	subjective
4	26	1204	1211	reading
4	27	1212	1222	experience
4	28	1223	1224	(
4	29	1224	1231	reading
4	30	1232	1244	pleasantness
4	31	1244	1245	)
4	32	1246	1249	and
4	33	1250	1251	2
4	34	1251	1252	)
4	35	1253	1260	improve
4	36	1261	1268	reading
4	37	1269	1277	accuracy
4	38	1278	1279	(
4	39	1279	1287	reducing
4	40	1288	1291	the
4	41	1292	1298	number
4	42	1299	1301	of
4	43	1302	1309	reading
4	44	1310	1316	errors
4	45	1316	1317	)
4	46	1318	1326	compared
4	47	1327	1331	with
4	48	1332	1333	a
4	49	1334	1338	sham
4	50	1339	1348	condition
4	51	1349	1350	(
4	52	1350	1351	a
4	53	1352	1360	standard
4	54	1361	1369	e-reader
4	55	1369	1370	)
4	56	1370	1371	.
#RESULTS: Reading using ReadClear provided a better subjective reading experience than sham (p = 0.018, d = 0.5) and significantly reduced the percentage of reading errors (p < 0.0001, r = 0.82), particularly errors due to omissions (p = 0.01, r = 0.50), repeated words (p = 0.002, r = 0.69), and regressions in the text (p = 0.003, r = 0.69)
5	1	1699	1706	RESULTS
5	2	1706	1707	:
5	3	1708	1715	Reading
5	4	1716	1721	using
5	5	1722	1731	ReadClear
5	6	1732	1740	provided
5	7	1741	1742	a
5	8	1743	1749	better
5	9	1750	1760	subjective
5	10	1761	1768	reading
5	11	1769	1779	experience
5	12	1780	1784	than
5	13	1785	1789	sham
5	14	1790	1791	(
5	15	1791	1792	p
5	16	1792	1793	 
5	17	1793	1794	=
5	18	1794	1795	 
5	19	1795	1800	0.018
5	20	1800	1801	,
5	21	1802	1803	d
5	22	1803	1804	 
5	23	1804	1805	=
5	24	1805	1806	 
5	25	1806	1809	0.5
5	26	1809	1810	)
5	27	1811	1814	and
5	28	1815	1828	significantly
5	29	1829	1836	reduced
5	30	1837	1840	the
5	31	1841	1851	percentage
5	32	1852	1854	of
5	33	1855	1862	reading
5	34	1863	1869	errors
5	35	1870	1871	(
5	36	1871	1872	p
5	37	1872	1873	 
5	38	1873	1874	<
5	39	1874	1875	 
5	40	1875	1881	0.0001
5	41	1881	1882	,
5	42	1883	1884	r
5	43	1884	1885	 
5	44	1885	1886	=
5	45	1886	1887	 
5	46	1887	1891	0.82
5	47	1891	1892	)
5	48	1892	1893	,
5	49	1894	1906	particularly
5	50	1907	1913	errors
5	51	1914	1917	due
5	52	1918	1920	to
5	53	1921	1930	omissions
5	54	1931	1932	(
5	55	1932	1933	p
5	56	1933	1934	 
5	57	1934	1935	=
5	58	1935	1936	 
5	59	1936	1940	0.01
5	60	1940	1941	,
5	61	1942	1943	r
5	62	1943	1944	 
5	63	1944	1945	=
5	64	1945	1946	 
5	65	1946	1950	0.50
5	66	1950	1951	)
5	67	1951	1952	,
5	68	1953	1961	repeated
5	69	1962	1967	words
5	70	1968	1969	(
5	71	1969	1970	p
5	72	1970	1971	 
5	73	1971	1972	=
5	74	1972	1973	 
5	75	1973	1978	0.002
5	76	1978	1979	,
5	77	1980	1981	r
5	78	1981	1982	 
5	79	1982	1983	=
5	80	1983	1984	 
5	81	1984	1988	0.69
5	82	1988	1989	)
5	83	1989	1990	,
5	84	1991	1994	and
5	85	1995	2006	regressions
5	86	2007	2009	in
5	87	2010	2013	the
5	88	2014	2018	text
5	89	2019	2020	(
5	90	2020	2021	p
5	91	2021	2022	 
5	92	2022	2023	=
5	93	2023	2024	 
5	94	2024	2029	0.003
5	95	2029	2030	,
5	96	2031	2032	r
5	97	2032	2033	 
5	98	2033	2034	=
5	99	2034	2035	 
5	100	2035	2039	0.69
5	101	2039	2040	)
#.
6	1	2382	2383	.
#We found that different kinds of reading errors were related to specific neuropsychological profiles.
7	1	2386	2388	We
7	2	2389	2394	found
7	3	2395	2399	that
7	4	2400	2409	different
7	5	2410	2415	kinds
7	6	2416	2418	of
7	7	2419	2426	reading
7	8	2427	2433	errors
7	9	2434	2438	were
7	10	2439	2446	related
7	11	2447	2449	to
7	12	2450	2458	specific
7	13	2459	2477	neuropsychological
7	14	2478	2486	profiles
7	15	2486	2487	.
#CONCLUSION: ReadClear can assist reading in people living with PCA by reducing the number of reading errors and improving the subjective reading experience of users.
8	1	2590	2600	CONCLUSION
8	2	2600	2601	:
8	3	2602	2611	ReadClear
8	4	2612	2615	can
8	5	2616	2622	assist
8	6	2623	2630	reading
8	7	2631	2633	in
8	8	2634	2640	people
8	9	2641	2647	living
8	10	2648	2652	with
8	11	2653	2656	PCA
8	12	2657	2659	by
8	13	2660	2668	reducing
